id,network_id,degree,trial_maker_id,origin_id,participant_id,sung_pitch1,sung_pitch2,sung_pitch3,sung_pitch4,sung_pitch5,sung_note_durations,peter_tonalness,peter_mode,peter_estimated_key,peter_estimated_tonic,pter_tonal.clarity,pter_tonal.spike,daniel_tonalness,daniel_mode,daniel_estimated_key,m21_key,m21_mode,m21_confidence,m21_key_full
4330,68,10,imitation_chain,1310.0,301.0,43.9701789357305,56.1726114868783,52.691527517425,47.4346744799316,44.2200679811496,"0.63092970521542,0.66015873015873,0.751088435374149,0.656009070294784,0.66655328798186",0.6856596157608068,Minor,F,5,1.0797481996570353,0.2495656468013,0.714192027343645,minor,f,C#,major,0.5261440101704519,C# major
5261,68,11,imitation_chain,1991.0,361.0,55.4812829253718,67.5429704957158,63.6996848764418,58.9200674310459,54.8913360827686,"0.798004535147392,0.548299319727891,0.547528344671202,0.603741496598639,1.18512471655329",0.7459395615031482,Minor,E,4,1.1696429702105513,0.2641355150308391,0.7668808206673569,minor,e,E,minor,0.5365657655557081,E minor
541,69,1,imitation_chain,69.0,32.0,64.1208447651878,63.828576434356,57.0075753424925,55.9970177707042,56.885842688087,"0.707641723356009,0.497120181405896,0.369818594104308,0.614580498866213,0.718639455782312",0.820451170109463,Major,A,9,1.094681934837041,0.2174099987173093,0.822809996131295,major,A,A,major,0.5757168350673652,A major
1307,69,2,imitation_chain,423.0,83.0,63.593226044629,63.6622259707307,54.9099932255484,55.4750155606518,56.4865656220541,"0.938775510204082,0.776938775510204,0.459569160997733,0.499501133786848,0.695600907029479",0.5887740188880642,Minor,E,4,1.6181654863905648,0.2247110017374443,0.6186382227299935,minor,e,C,major,0.5659564167421003,C major
1435,69,3,imitation_chain,800.0,87.0,54.0981672351963,53.7024774280146,45.5667342147903,44.5462934322657,47.0920414790284,"1.00566893424036,0.612426303854875,0.448049886621315,0.700997732426304,0.76047619047619",0.663650913332045,Major,F#,6,1.1646697865316795,0.2066002529280989,0.6937889082759062,major,F#,F#,minor,0.4863247261832885,F# minor
1753,69,4,imitation_chain,875.0,105.0,53.5792301393584,53.158736960411,45.878535344839,44.7179191208818,46.1832668334008,"0.728027210884354,0.682721088435374,0.56421768707483,0.60952380952381,0.50609977324263",0.7144499154474316,Minor,A#,10,1.1943395283674247,0.2330216510794633,0.7089421137166996,minor,a#,E-,minor,0.4920512994277917,E- minor
1953,69,5,imitation_chain,1017.0,117.0,65.6759690515593,65.8730801752479,57.9277430176991,57.4184854136953,59.4155982904269,"0.658934240362812,0.686326530612245,0.729909297052154,0.648956916099773,0.719319727891157",0.663650913332045,Major,F#,6,1.1646697865316795,0.2066002529280989,0.6883509063066018,major,F#,F#,minor,0.4863247261832885,F# minor
2784,69,6,imitation_chain,1107.0,179.0,65.4266558890508,65.7323326932107,58.6563078638763,57.9586762305722,65.604598622319,"0.640249433106576,0.582675736961451,0.638163265306122,0.637913832199547,1.58492063492064",0.5984766230423894,Major,B,11,1.0314065616078902,0.2192417502540846,0.587014727577285,major,F#,E-,minor,0.5302076217103157,E- minor
3173,69,7,imitation_chain,1446.0,212.0,64.5070123335072,64.9445105570594,57.6492447407763,58.4210484568092,65.1271792857202,"0.455714285714286,0.444421768707483,0.453945578231293,0.465578231292517,0.94013605442177",0.7290409978162453,Major,A#,10,1.0550597883036965,0.1939901972540883,0.7071278115008379,major,A#,B-,major,0.6408653889588346,B- major
5993,69,8,imitation_chain,1567.0,400.0,64.7053002848827,64.6708842415844,57.2809924048319,57.3555195485225,64.7191196326939,"0.662902494331066,0.693061224489796,0.764467120181406,0.753401360544218,0.766893424036281",0.7277492620193876,Major,F,5,1.3588893804536566,0.2386545543387379,0.7340186198407133,major,F,D,minor,0.560677133120489,D minor
7097,69,9,imitation_chain,2710.0,475.0,64.635311237081,64.8832240537857,56.9808703693926,57.4585699881777,64.6661522879778,"0.82485260770975,0.813401360544218,0.898027210884354,0.776439909297052,0.83625850340136",0.7277492620193876,Major,F,5,1.3588893804536566,0.2386545543387379,0.7340186198407133,major,F,D,minor,0.560677133120489,D minor
7284,69,10,imitation_chain,3191.0,479.0,64.4483982489002,64.7195843436015,57.0596897077906,57.1786141785866,64.6845309380589,"0.64015873015873,0.647392290249433,0.579954648526077,0.557528344671202,0.882539682539682",0.6544842540572586,Minor,A,9,1.1515835205114542,0.1973995206636345,0.6255462337961298,minor,a,D,minor,0.6614906948887482,D minor
7345,69,11,imitation_chain,3278.0,482.0,64.5290185072832,64.4442832473445,57.372232191119,57.3818511960162,64.5657897548759,"0.635759637188209,0.577981859410431,0.580521541950113,0.569297052154195,0.917142857142857",0.7020362992786067,Major,F,5,1.3138817759493049,0.2306924077705676,0.7116601469008613,major,F,D,minor,0.6614906948887482,D minor
1457,70,1,imitation_chain,70.0,88.0,57.4739184426767,52.6985737592254,55.7902310606334,57.0723252902528,62.7699212439617,"0.292086167800454,0.717437641723356,0.338616780045352,0.556984126984127,0.35156462585034",0.4905385972422943,Major,G#,8,1.3296687808754664,0.1978230876488293,0.4952187453398077,major,G#,F,major,0.25606080570445555,F major
1644,70,2,imitation_chain,896.0,101.0,50.5862292017627,44.6752775419258,47.3003584778511,48.3584299344269,52.3675698039891,"0.243628117913832,0.586145124716553,0.287573696145125,0.530453514739229,0.313492063492064",0.6549762938035596,Major,E,4,1.0998628238525368,0.1978466227608752,0.6550408166892806,major,E,A,minor,0.6305972741860337,A minor
2571,70,3,imitation_chain,958.0,145.0,51.4600598858396,45.9759593641291,47.5608751203377,49.6169168894986,52.1857564522395,"0.335963718820862,0.483424036281179,0.230294784580499,0.346598639455782,0.469954648526077",0.5110911266815481,Minor,C,0,1.2566715043259264,0.2145869097907815,0.4883491414200038,minor,c,B-,major,0.46414699379532465,B- major
3310,70,4,imitation_chain,1340.0,203.0,49.7243690825109,44.6246421050217,46.5304884636697,47.558557960491,50.9231079665583,"0.691904761904762,0.51734693877551,0.484149659863945,0.6921768707483,0.958231292517006",0.4734856220194905,Minor,B,11,1.3317573869719683,0.197746202403732,0.4513449212209235,minor,b,G,major,0.5498352769735726,G major
4230,70,5,imitation_chain,1629.0,290.0,49.6575491281379,44.4792546690874,45.0099094260604,47.4016404535321,50.0646389192842,"0.554149659863946,0.378458049886621,0.632086167800453,0.437551020408163,0.773696145124716",0.8144338613114496,Major,D,2,1.1731670940632386,0.2287337257629771,0.8133334226641877,major,D,G,major,0.5936916829638335,G major
4328,70,6,imitation_chain,1951.0,301.0,48.4043213420263,42.9952552866906,44.7550488177168,50.3059118062556,48.7650276914959,"0.68031746031746,0.653673469387755,0.885850340136054,0.669614512471655,0.922675736961451",0.5115388112608582,Minor,A,9,1.1850169768030328,0.1848073003114905,0.4869161487885623,minor,a,G,minor,0.5736246171127578,G minor
4462,70,7,imitation_chain,1989.0,307.0,48.5225294057677,42.5019377027378,44.6606467665759,50.1749175202513,48.2080933815547,"0.744897959183674,0.755510204081632,0.63124716553288,0.553446712018141,0.737097505668934",0.5808748157883732,Minor,A,9,1.4292184167412478,0.2069732873766404,0.5593380486431233,minor,a,G,minor,0.5736246171127578,G minor
4902,70,8,imitation_chain,2047.0,335.0,55.9510891346583,53.6974210279875,56.7309258562756,53.5330751332275,51.9419615658108,"0.556780045351474,0.463469387755102,0.671609977324263,0.544058956916099,0.624421768707483",0.6690370164360004,Major,E,4,1.0048190342388164,0.1923616846912779,0.6670825478462957,major,A,F#,minor,0.6001572703223852,F# minor
5363,70,9,imitation_chain,2244.0,363.0,56.4097153652655,54.3454357290858,57.5394024250466,54.1952683348162,52.1603237636745,"0.71827664399093,0.475532879818594,0.772199546485261,0.509863945578231,0.613015873015873",0.4151504358488058,Major,E,4,1.1389565483990831,0.186868963385379,0.3821030880490074,major,E,E-,minor,0.4678853594896577,E- minor
6359,70,10,imitation_chain,2465.0,431.0,57.1678346960357,54.8382309828924,58.066522982137,53.5271228697362,52.1804165628597,"0.610498866213152,0.62015873015873,0.557891156462585,0.510249433106576,0.59015873015873",0.4174794026535965,Major,A,9,1.253187293562177,0.1726651370264411,0.4003540538434034,major,A,D,major,0.5498352769735726,D major
6523,70,11,imitation_chain,2852.0,438.0,56.5873449019097,54.9170711164337,58.2317753210206,51.998993548522,52.5472898804248,"0.748367346938775,0.683378684807256,0.834580498866213,0.693786848072563,1.00557823129252",0.6701072064831379,Major,F,5,1.0394558755967032,0.2018297564138159,0.6524339474723778,major,F,D,minor,0.6314227277594073,D minor
102,71,1,imitation_chain,71.0,5.0,61.6350730875682,65.3624808249857,61.5442536463518,59.4666393366132,66.0256489324657,"0.685918367346939,0.456145124716553,0.70875283446712,0.673174603174603,0.88310657596372",0.7102979149572298,Major,D,2,1.221183688282372,0.2354239666925215,0.7057284570997558,major,D,B,minor,0.5365657655557081,B minor
270,71,2,imitation_chain,260.0,21.0,59.8875562508105,65.5917863145496,62.3050869314001,60.1376699236038,65.8650759655557,"0.811383219954648,0.363877551020408,0.662766439909297,0.754353741496599,0.709909297052154",0.3690156539290973,Major,D,2,1.0666271346925051,0.1704511066318385,0.3771186114163417,major,D,D,major,0.21686498569605864,D major
657,71,3,imitation_chain,309.0,43.0,61.0894569013986,66.3472104975551,62.4169932492065,61.2571984365151,66.3842463571469,"0.661927437641723,0.432698412698413,0.766077097505669,0.639024943310657,0.663242630385487",0.6996787069083248,Minor,F#,6,1.1765393536067008,0.1968464459718567,0.7113925486579192,minor,f#,B,minor,0.6185974494613363,B minor
918,71,4,imitation_chain,484.0,62.0,59.3802282508118,65.4357784620607,61.3821051382324,58.6803101349418,65.7672197994574,"0.626734693877551,0.720907029478458,0.69702947845805,0.465215419501134,0.893764172335601",0.7550193129852175,Major,F#,6,1.1133345396370404,0.1818380491284626,0.7741329453509517,major,F#,B,minor,0.5111265999981632,B minor
992,71,5,imitation_chain,598.0,65.0,55.8535069232314,66.1504371493153,56.2356880972235,54.3327775180421,64.0262580910758,"0.603265306122449,0.635873015873016,0.56875283446712,0.441201814058957,0.570748299319728",0.6358520027861967,Minor,G#,8,1.2032860584716107,0.2074875343217876,0.6192240374813895,minor,g#,C#,minor,0.6303908022788521,C# minor
2304,71,6,imitation_chain,649.0,137.0,44.8775275345089,53.7468012328787,47.7231980277038,42.4915729333945,51.1989477911917,"0.549546485260771,0.567233560090703,0.541791383219955,0.479546485260771,0.543038548752835",0.488060178199816,Minor,C,0,1.2702464911476177,0.2415422590006099,0.5094679195283818,minor,c,B,major,0.36003522150659395,B major
2590,71,7,imitation_chain,1244.0,144.0,59.6359713732915,65.7903352960144,55.2088166019565,55.1689977062819,59.6010989271395,"0.615124716553288,0.617165532879818,0.614172335600907,0.57952380952381,0.834693877551021",0.8054802756547192,Major,C,0,1.1294639447054329,0.220990674459179,0.8011048927338899,major,C,C,major,0.5132394641696945,C major
3276,71,8,imitation_chain,1354.0,220.0,59.8399368850506,64.4697325096957,58.2310552192874,56.2201803165461,57.8861300472278,"0.777369614512472,0.727482993197279,0.592517006802721,0.695442176870748,0.661678004535147",0.5950878427610562,Major,A#,10,1.01488645440228,0.218615776340269,0.5900507963769535,major,A#,F,minor,0.44244639308578254,F minor
4986,71,9,imitation_chain,1619.0,341.0,59.7299429545776,64.8584284063126,59.7257654178062,53.8302091184428,59.9795821484179,"0.346145124716553,0.328684807256236,0.380634920634921,0.313718820861678,0.615668934240363",0.6860320233279423,Major,C,0,1.0415649622764125,0.2343927846763902,0.6891524775505026,major,C,F,major,0.5010375549521675,F major
5328,71,10,imitation_chain,2272.0,360.0,47.93336734474,53.0521084420632,47.9384764120843,41.3231822032757,47.8958444772903,"0.56421768707483,0.67047619047619,0.678662131519274,0.686621315192744,0.910045351473923",0.71167116146025,Major,C,0,1.0551560621806817,0.2202134402452197,0.7115499511116696,major,C,F,major,0.6408653889588347,F major
6402,71,11,imitation_chain,2450.0,431.0,60.096443013157,65.3242081745293,60.5595821041564,53.5310343227188,60.2357993828781,"0.673560090702948,0.640136054421769,0.696439909297052,0.65984126984127,1.05365079365079",0.4744247052673446,Major,C,0,1.051846708271418,0.1693516880279049,0.474668129688909,major,C,B-,minor,0.4793329115710367,B- minor
543,72,1,imitation_chain,72.0,32.0,61.2392060496939,55.1232699645182,63.3063711434363,56.6103644014308,64.821621800398,"0.780068027210884,0.63702947845805,0.697687074829932,0.67235827664399,0.709773242630386",0.4548761369158239,Major,C#,1,1.1948402860141245,0.1621682252137127,0.4550562345172227,major,C#,B-,minor,0.2805175149678044,B- minor
839,72,2,imitation_chain,424.0,57.0,50.9967506622008,44.2053238016315,54.8515032243915,50.2084220011625,47.8201317752967,"0.59578231292517,0.551768707482993,0.624467120181406,0.622426303854876,1.03643990929705",0.9203942878510308,Minor,C,0,1.5680505477883733,0.239066097029072,0.8954579634793065,minor,c,C,minor,0.7214196394525811,C minor
2914,72,3,imitation_chain,568.0,190.0,62.0008645335889,57.621791260738,66.5779789951585,61.292035655872,62.8664601927093,"0.612517006802721,0.695192743764173,0.61718820861678,0.534149659863946,0.708639455782313",0.7277052769336341,Minor,G,7,1.2773977714953202,0.2214168040083458,0.7342197816874952,minor,g,E-,major,0.47797533712099627,E- major
4666,72,4,imitation_chain,1505.0,320.0,46.6199771951709,51.1891335488571,61.1262967816946,50.6376285660196,56.874226101259,"0.50546485260771,0.49687074829932,0.592448979591837,0.519251700680272,1.15605442176871",0.5105833629796604,Major,A,9,1.167240572007128,0.1838199460530322,0.5382575675829622,major,A,G#,minor,0.4996811480827546,G# minor
5180,72,5,imitation_chain,2156.0,353.0,58.485196808796,55.331544490575,63.3099423794992,51.3763358027098,53.1521365277047,"0.627006802721088,0.626054421768708,0.709297052154195,0.682244897959184,1.7669387755102",0.7850981944674466,Major,D#,3,1.0818356057020728,0.1830804750291537,0.8067633536494241,major,D#,E-,major,0.8055794465873768,E- major
5195,72,6,imitation_chain,2363.0,355.0,58.7816082909933,55.4076085255014,63.3716528185125,51.9227878141827,56.6234221440126,"0.788616780045351,0.886145124716553,0.859002267573696,0.716984126984127,1.26077097505669",0.3286203338315326,Major,B,11,1.0410104156210207,0.1335070784977757,0.3406432542892307,major,B,E,minor,0.6644474525089173,E minor
5221,72,7,imitation_chain,2373.0,356.0,45.3092964723308,43.0832776880884,50.8237059401603,43.2370715043215,45.3363055431558,"0.691587301587302,0.618707482993197,0.689319727891156,0.640589569160998,0.667233560090703",0.4417505637810102,Minor,A,9,1.0302716691064129,0.2250840627583552,0.4113653975289748,minor,a,G,minor,0.4202155787795506,G minor
5443,72,8,imitation_chain,2383.0,369.0,56.9445790754919,54.4418340103904,62.0697953339127,54.6270197326846,57.2321313184577,"0.683809523809524,0.706303854875284,0.617278911564626,0.683151927437641,0.845918367346939",0.7804911693024738,Major,D,2,1.147722224398299,0.1986530279349626,0.7937852127913708,major,D,D,major,0.8171577122443328,D major
5653,72,9,imitation_chain,2499.0,377.0,57.3965278653058,53.5132744895842,62.1328139955158,53.7945796044655,59.0312795865516,"0.650022675736961,0.497936507936508,0.582063492063492,0.52108843537415,0.765374149659864",0.8004049526946401,Major,D,2,1.0128636050902,0.1990174894838935,0.8048294678737602,major,D,D,major,0.7303189705942223,D major
6582,72,10,imitation_chain,2612.0,444.0,46.956237097943,42.5529242386926,49.8237684163485,42.7596456715014,46.474588306981,"0.576689342403628,0.516462585034014,0.669569160997732,0.457120181405896,0.621179138321995",0.6156417356379204,Minor,B,11,1.1040350996606332,0.2069701496343207,0.6270790853708186,minor,b,G,major,0.5707651267603879,G major
6775,72,11,imitation_chain,2957.0,452.0,58.5862451002573,54.4229475146969,62.3185787223442,53.6857037869357,58.1234169035474,"0.730385487528345,0.683265306122449,0.685646258503401,0.671224489795919,1.06469387755102",0.6892461204374514,Minor,B,11,1.7463003814365767,0.2200993184053188,0.6919607181239653,minor,b,B,minor,0.5874393169827276,B minor
128,73,1,imitation_chain,73.0,9.0,68.4828992866677,68.5713866631165,68.7397951981673,52.6794661934189,56.4651837986662,"0.779206349206349,0.710453514739229,0.526009070294785,0.585283446712018,0.856485260770975",0.4073836053953564,Major,G#,8,1.0443247858214988,0.15815134535361,0.3690096738725243,major,G#,F#,minor,0.33443244611476025,F# minor
1300,73,2,imitation_chain,272.0,78.0,68.2196226472359,69.0294866804134,69.3827439155656,54.9251836780588,59.8744434415267,"0.635714285714286,0.583628117913832,0.548775510204082,0.39530612244898,0.615918367346938",0.7159128221318771,Minor,A,9,1.9464567409239584,0.2814114237312202,0.7111383508709556,minor,a,F,major,0.5580307837606757,F major
1418,73,3,imitation_chain,793.0,84.0,68.4790457566563,68.6601696123151,68.654477629555,56.2378475064523,57.6222369001285,"0.613650793650794,0.652834467120181,0.664489795918367,0.608798185941043,0.696009070294785",0.2691083559840102,Minor,A,9,1.0730878788203064,0.1369251536615982,0.3132470703849058,minor,a,F#,minor,0.31834769278248304,F# minor
1890,73,4,imitation_chain,865.0,114.0,57.8902301173024,56.9283129564042,56.6569395635511,44.5589603349137,50.2618531089306,"0.511632653061224,0.48795918367347,0.488140589569161,0.388616780045351,0.462154195011338",0.622868087325664,Minor,D,2,1.0623913041624298,0.1772017708302291,0.5974274848249149,minor,d,D,major,0.5010375549521675,D major
2579,73,5,imitation_chain,1072.0,152.0,68.3815705080473,68.6097538130374,68.8734017172066,56.9493244661326,62.1709711672411,"0.543038548752835,0.641292517006803,0.445260770975057,0.599274376417234,0.798140589569161",0.6004186632186632,Major,D,2,1.0234006748093634,0.2143142205353646,0.5880880795595674,major,A,D,major,0.5027571237337948,D major
5576,73,6,imitation_chain,1347.0,375.0,55.4212902543826,56.3967024876505,56.284798735878,43.9776659645524,49.032216763293,"0.566417233560091,0.580566893424036,0.510929705215419,0.308662131519275,0.668639455782313",0.6004186632186633,Major,C#,1,1.0234006748093636,0.2143142205353645,0.5882927906248017,major,G#,C#,major,0.5027571237337948,C# major
6632,73,7,imitation_chain,2579.0,444.0,49.5330960388791,55.5588981434588,55.6921361157828,43.7010917644024,49.8389939040606,"0.450453514739229,0.453083900226758,0.338049886621315,0.365124716553288,0.341972789115646",0.3893237653163356,Major,D,2,1.152732445628989,0.2254496261814318,0.3638086455417051,major,D,C#,major,0.2647765295196539,C# major
7027,73,8,imitation_chain,2985.0,470.0,49.2632394406203,55.7015384563843,54.7088053921529,44.6546018813996,47.326467026203,"0.622562358276644,0.579455782312925,0.590907029478458,0.584149659863945,0.736439909297052",0.4303333092166532,Major,G,7,1.0353318424019144,0.1883475168470077,0.4571475161898889,major,G,F#,minor,0.5414260276245593,F# minor
7042,73,9,imitation_chain,3154.0,467.0,59.5584355094075,66.9836752487235,64.0357817380948,54.7489179113216,59.9975073162665,"0.650204081632653,0.594512471655329,0.582108843537415,0.556009070294785,1.33065759637188",0.8406627336867685,Major,C,0,1.5290348871716204,0.2547601915211746,0.8383891743178211,major,C,C,major,0.774863712893093,C major
7146,73,10,imitation_chain,3160.0,475.0,59.6820974416198,66.9049061441393,63.8085604450158,54.6654285090151,60.106204548424,"0.454308390022676,0.582834467120181,0.570861678004535,0.578639455782312,1.54963718820862",0.8406627336867685,Major,C,0,1.5290348871716204,0.2547601915211746,0.8383891743178211,major,C,C,major,0.774863712893093,C major
7153,73,11,imitation_chain,3227.0,473.0,59.9613737309881,66.8331498711901,63.9603909998158,58.9424972749115,60.1067908010807,"0.477414965986394,0.548662131519274,0.582471655328798,0.615532879818594,0.834897959183673",0.7889249560069703,Major,C,0,1.507820817782667,0.2466893051158298,0.7921972587289894,major,C,C,major,0.6469522774587937,C major
148,74,1,imitation_chain,74.0,5.0,62.2174889996745,65.5698578815741,60.0491264880074,56.0266722005323,67.4144680492435,"0.639818594104308,0.363446712018141,0.731156462585034,0.730136054421768,0.68734693877551",0.7270952102477379,Major,G,7,1.090716998721201,0.1905536588193795,0.7500746157883361,major,G,C,minor,0.34161588848022706,C minor
321,74,2,imitation_chain,280.0,21.0,61.6089948619122,65.0331085059232,59.9095008484925,55.7216432690259,66.7637949539498,"0.807392290249433,0.294807256235827,0.615555555555556,0.579546485260771,0.767913832199547",0.7448346720616648,Major,C,0,1.0675527315698812,0.1645690051952981,0.7432898517942361,major,C,C,minor,0.664446982379305,C minor
472,74,3,imitation_chain,328.0,34.0,55.1541929241652,57.3367029386098,53.4737632120418,50.5468037298895,54.1019187144626,"0.171043083900227,0.209455782312925,0.417052154195012,0.382222222222223,0.452630385487529",0.2729724955269181,Major,F,5,1.06774395698069,0.1469740490628637,0.2697532291971593,major,F,C,minor,0.25574789010756366,C minor
771,74,4,imitation_chain,382.0,48.0,54.5162401870538,57.4744769738013,53.8820922284478,45.0722766789529,52.3385132589472,"0.394149659863946,0.200022675736961,0.416893424036281,0.436009070294785,0.808888888888889",0.6457174569316364,Minor,E,4,1.582626327537323,0.1900731333595942,0.6413694337351804,minor,e,D,major,0.7720023171619366,D major
2565,74,5,imitation_chain,547.0,144.0,63.9579487697139,69.0938546724527,58.0816898763824,57.7558705218486,64.0002098547088,"0.428004535147392,0.191428571428571,0.419342403628118,0.419659863945578,0.985850340136054",0.477561035866372,Major,E,4,1.179832609964788,0.2443602055400712,0.505716204971,major,E,A,major,0.2750450674855284,A major
2760,74,6,imitation_chain,1335.0,181.0,51.4489797357765,58.0614325190655,46.8037640885666,46.7442037844234,51.6449930166634,"0.76156462585034,0.234557823129252,0.598299319727891,0.448299319727891,1.00469387755102",0.7060564876211283,Major,B,11,1.1477768569308384,0.2205274945330705,0.6844906333325309,major,B,G#,minor,0.5302076217103157,G# minor
4317,74,7,imitation_chain,1428.0,300.0,61.4651159777232,67.5036037960661,56.5331925072968,59.6660450289458,61.5009681861841,"0.627845804988662,0.18,0.603151927437642,0.258140589569161,0.84718820861678",0.6289929589733504,Major,A,9,1.0983524267632303,0.203390036924916,0.6071852376913727,major,A,F#,minor,0.30859163386032945,F# minor
5429,74,8,imitation_chain,1985.0,367.0,48.8317384348439,51.4794496925065,44.6187138157015,45.2317848934274,50.5296901599153,"0.622766439909297,0.255056689342403,0.551065759637188,0.286666666666667,0.761541950113378",0.4143585396669874,Major,A,9,1.239387033111922,0.21264975992834,0.3739610964729365,major,A,F#,minor,0.22183828744781023,F# minor
6638,74,9,imitation_chain,2489.0,442.0,47.9989878840152,50.8855993617346,44.5287673993387,42.3951228022289,47.7598886416609,"0.564195011337868,0.32421768707483,0.574149659863946,0.573786848072563,0.55891156462585",0.6761837132422791,Minor,A,9,1.154347863624948,0.2728015737770287,0.663412126456894,minor,a,F,major,0.3600352215065939,F major
7024,74,10,imitation_chain,2989.0,468.0,59.2847817716637,62.9241552607875,58.821080030395,50.4063054335215,54.1329373014896,"0.63843537414966,0.374240362811792,0.672403628117914,0.607142857142857,0.816621315192744",0.8405950983212587,Major,B,11,1.070430250465244,0.2144339482224261,0.8432985991261422,major,B,B,major,0.570765126760388,B major
7132,74,11,imitation_chain,3153.0,475.0,60.1691061329183,63.3645250576281,60.129482428233,50.8766911350026,55.1069712688973,"0.707732426303855,0.512857142857143,0.615442176870748,0.645804988662132,0.912448979591837",0.8773085658068521,Minor,C,0,1.1678052808861423,0.2215217323243011,0.8756765873306099,minor,c,C,minor,0.720466617676417,C minor
921,75,1,imitation_chain,75.0,61.0,56.0726918522347,63.6681860440304,63.5814429437805,63.6392328263873,63.8093711807395,"0.522199546485261,0.633242630385487,0.705646258503401,0.685963718820862,0.81281179138322",0.737450983066451,Major,E,4,1.2852469843787266,0.2482659898536263,0.7352125541874894,major,E,A,major,0.4704716843159413,A major
2532,75,2,imitation_chain,604.0,152.0,56.5296394086122,63.6588195178484,63.895544669352,63.6385443281807,63.7532376305998,"0.783265306122449,0.559478458049886,0.559478458049886,0.651746031746032,1.49344671201814",0.7149998442195152,Major,E,4,1.0957450008412546,0.2069428846370298,0.7154066208387748,major,E,A,major,0.5874664718402762,A major
2577,75,3,imitation_chain,1314.0,153.0,55.9080432813987,63.7965516357269,63.5781370942,63.67327951605,63.6601698774779,"0.67108843537415,0.554716553287982,0.535850340136055,0.555351473922902,0.570770975056689",0.737450983066451,Major,E,4,1.2852469843787266,0.2482659898536263,0.7352125541874894,major,E,A,major,0.4704716843159413,A major
3094,75,4,imitation_chain,1345.0,206.0,55.3185651838769,63.6493917462874,63.5793663111288,63.6706925969088,63.8224155582152,"0.648639455782313,0.466621315192744,0.536145124716553,0.50156462585034,0.455532879818594",0.8091620617822044,Minor,E,4,1.3981331013016678,0.2710526926128924,0.7970420899687808,minor,e,C,major,0.5442606180235479,C major
4310,75,5,imitation_chain,1543.0,300.0,55.2725339215257,62.7265280994402,63.4537335853733,63.6739150555351,63.4876467132247,"0.464920634920635,0.386485260770975,0.374875283446712,0.32859410430839,0.37485260770975",0.712410697815186,Major,D#,3,1.3325235856005988,0.244041850589172,0.7098995966383035,major,D#,C,minor,0.37954709932422453,C minor
5274,75,6,imitation_chain,1979.0,362.0,55.3940177783046,63.815528804552,63.6149793714777,63.6880236532824,63.7905103598774,"0.459659863945578,0.455419501133787,0.421043083900227,0.40952380952381,0.397800453514739",0.8091620617822044,Minor,E,4,1.3981331013016678,0.2710526926128924,0.7970420899687808,minor,e,C,major,0.5442606180235479,C major
5767,75,7,imitation_chain,2416.0,383.0,55.6264124606715,63.6214849206565,63.7074002622239,63.613050414473,63.5665133715361,"0.464444444444445,0.467256235827664,0.432448979591837,0.478684807256236,0.46702947845805",0.737450983066451,Major,E,4,1.2852469843787266,0.2482659898536263,0.7352125541874894,major,E,A,major,0.4704716843159413,A major
6377,75,8,imitation_chain,2643.0,422.0,55.8986987639297,63.4054042705555,63.5073106307612,63.7002764972293,63.8142103386322,"0.360770975056689,0.443650793650793,0.397482993197279,0.409478458049886,0.524943310657596",0.7252315383595236,Major,E,4,1.3411360821192768,0.2461245421373641,0.7238406980172388,major,E,C#,minor,0.5589901383911762,C# minor
7138,75,9,imitation_chain,2860.0,473.0,56.4173813808138,63.4251989061854,63.6536000073031,63.5587900166983,63.6199266066322,"0.764467120181406,0.520113378684807,0.397800453514739,0.386575963718821,0.536213151927438",0.7252315383595236,Major,E,4,1.3411360821192768,0.2461245421373641,0.7238406980172388,major,E,C#,minor,0.5589901383911762,C# minor
7513,75,10,imitation_chain,3220.0,496.0,55.7788034339814,63.064402922457,63.475351578679,63.2072734049772,63.3376871573326,"0.852176870748299,0.466916099773243,0.409387755102041,0.397460317460317,0.570816326530612",0.7149998442195152,Major,D#,3,1.0957450008412544,0.2069428846370297,0.7154061076655166,major,D#,A-,major,0.5874664718402762,A- major
7632,75,11,imitation_chain,3393.0,507.0,55.3412817457701,63.4130478468432,63.563908599601,63.6879366950785,63.4919205571907,"0.741111111111111,0.47843537414966,0.512857142857143,0.478775510204082,0.385986394557824",0.5812202715125261,Minor,E,4,1.5378135412303122,0.2259535385799226,0.5696259491407203,minor,e,C#,minor,0.31834769278248304,C# minor
332,76,1,imitation_chain,76.0,21.0,51.211855297442,54.2713230576212,49.1137947294744,45.6132781881824,52.5285312483427,"0.691814058956916,0.843582766439909,0.472630385487529,0.562448979591836,0.70514739229025",0.664863458689241,Major,C#,1,1.1138608060269204,0.1854658198762825,0.6523954230190631,major,C#,E-,minor,0.7874723798588873,E- minor
1635,76,2,imitation_chain,334.0,99.0,49.9822291183923,54.2579601685495,48.7671730592307,44.9798237194517,50.3924566043554,"0.703650793650794,0.76312925170068,0.398458049886621,0.361360544217687,0.745306122448979",0.644541324200619,Major,D,2,1.1675858233415124,0.2288157849364996,0.6458344913103264,major,D,D,major,0.6469522774587937,D major
3998,76,3,imitation_chain,952.0,266.0,62.0114986439069,65.9009462164283,61.7438028247617,56.7500218045218,62.232484712319,"0.818684807256236,0.675124716553288,0.51249433106576,0.510294784580499,0.835351473922902",0.7493248378104538,Major,D,2,1.096555829132585,0.2384108249382726,0.747768551189719,major,D,D,major,0.6317253963863291,D major
